ČÍSLO FAKTURY;IČO SPOLEČNOSTI;ČÁSTKA (V CELÝCH KČ)
153919;02838109;852372
153920;18539217;2449906
153921;18539217;1869705
153922;18539217;630329
153923;92019399;2061522
153924;33828139;2175248
153925;05159822;2117469
153926;18581928;10043
153927;02838109;1848567
153928;92019399;2979401
153929;06230932;158479
153930;06230932;2595987
153931;18539217;1230302
153932;18539217;1096566
153933;18581928;66100
153934;05159822;422385
153935;18581928;347657
153936;33828139;2115003
153937;05159822;1102010
153938;02838109;1592138
153939;67821984;189782
153940;67821984;486429
153941;18539217;908467
153942;67821984;169850
153943;92019399;2337691
153944;05159822;2824212
153945;02838109;322665
153946;02838109;630611
153947;9831829;1631250
153948;9831829;1746542
153949;06230932;1018774
153950;67821984;16802
153951;18539217;1299173
153952;92019399;1302218
153953;05159822;828092
153954;33828139;950915
153955;18539217;830082
153956;33828139;1548602
153957;06230932;951697
153958;02838109;2635025
153959;33828139;2311288
153960;9831829;2763382
153961;67821984;662182
153962;92019399;1674409
153963;33828139;2287380
153964;18581928;679119
153965;18581928;1886467
153966;18539217;2565036
153967;18581928;2686412
153968;01846359;819765
153969;18581928;2687816
153970;92019399;110513
153971;67821984;444479
153972;67821984;465097
153973;18539217;2490671
153974;92019399;404693
153975;02838109;2496700
153976;02838109;1233222
153977;92019399;961907
153978;05159822;1546301
153979;18581928;1763056
153980;18539217;339921
153981;18539217;623614
153982;67821984;1571582
153983;67821984;2123409
153984;05159822;842577
153985;05159822;2589190
153986;92019399;716351
153987;05159822;1236632
153988;18539217;1511279
153989;33828139;2165341
153990;18539217;1900001
153991;05159822;733916
153992;92019399;2075229
153993;05159822;290723
153994;02838109;707927
153995;02838109;1718350
153996;18539217;342848
153997;9831829;2725643
153998;02838109;2074744
153999;33828139;1360784
154000;02838109;787974
154001;05159822;2346792
154002;01846359;756585
154003;01846359;504070
154004;92019399;2554756
154005;18581928;2311476
154006;06230932;2825242
154007;02838109;-10928
154008;06230932;150099
154009;02838109;1656967
154010;33828139;2901600
154011;9831829;501126
154012;9831829;853438
154013;92019399;278416
154014;9831829;2302271
154015;92019399;1006763
154016;9831829;2946819
154017;06230932;2625766
154018;33828139;604109
154019;92019399;2623257
154020;18581928;2121450
154021;01846359;2562262
154022;33828139;2358838
154023;01846359;1261488
154024;67821984;2054505
154025;01846359;805729
154026;67821984;2593841
154027;92019399;1177494
154028;06230932;90404
154029;9831829;956395
154030;05159822;1929870
154031;33828139;288365
154032;18581928;1765472
154033;92019399;865199
154034;01846359;494855
